Number,Year,Date,Source,Plant Height,Stem Diameter,Leaf Width,Leaf Length,NDVI,RVI,LNC,LNA,LAI,LDW,Photo Path,Sensor Path
321,2023,20230528,2023,80.0,nan,nan,nan,0.4,2.34,2.2,0.15,1.51,0.07,"images/214,311/5_5_2.jpg;images/214,311/5_5_3.jpg;images/214,311/5_5_4.jpg;images/214,311/5_6_1.jpg;images/214,311/5_6_2.jpg",
322,2023,20230528,2023,99.0,nan,nan,nan,0.43,2.44,2.32,0.15,1.47,0.07,"images/214,311/5_5_2.jpg;images/214,311/5_5_3.jpg;images/214,311/5_5_4.jpg;images/214,311/5_6_1.jpg;images/214,311/5_6_2.jpg",
323,2023,20230528,2023,106.0,nan,nan,nan,0.44,2.6,2.49,0.22,1.66,0.07,"images/214,311/5_5_2.jpg;images/214,311/5_5_3.jpg;images/214,311/5_5_4.jpg;images/214,311/5_6_1.jpg;images/214,311/5_6_2.jpg",
314,2023,20230528,2023,50.0,nan,nan,nan,0.38,2.27,2.17,0.13,1.47,0.06,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
315,2023,20230528,2023,69.0,nan,nan,nan,0.42,2.45,2.23,0.15,1.54,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
316,2023,20230528,2023,78.0,nan,nan,nan,0.4,2.3,2.17,0.15,1.5,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
324,2023,20230528,2023,93.0,nan,nan,nan,0.42,2.35,2.13,0.14,1.53,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
325,2023,20230528,2023,52.0,nan,nan,nan,0.39,2.36,2.22,0.15,1.54,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
326,2023,20230528,2023,100.0,nan,nan,nan,0.46,2.65,2.53,0.19,1.68,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
711,2023,20230528,2023,52.0,nan,nan,nan,0.41,2.43,2.24,0.15,1.55,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
712,2023,20230528,2023,70.0,nan,nan,nan,0.45,2.63,2.37,0.18,1.65,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
713,2023,20230528,2023,45.0,nan,nan,nan,0.42,2.5,2.31,0.17,1.57,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
721,2023,20230528,2023,90.0,nan,nan,nan,0.46,2.68,2.38,0.15,1.52,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
722,2023,20230528,2023,105.0,nan,nan,nan,0.43,2.52,2.29,0.16,1.6,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
723,2023,20230528,2023,95.0,nan,nan,nan,0.45,2.55,2.41,0.18,1.64,0.07,"images/314,711/5_5_2.jpg;images/314,711/5_5_3.jpg;images/314,711/5_5_4.jpg;images/314,711/5_6_1.jpg;images/314,711/5_6_2.jpg",
714,2023,20230528,2023,53.0,nan,nan,nan,0.48,2.7,2.53,0.18,1.75,0.08,"images/714,999/5_5_2.jpg;images/714,999/5_5_3.jpg;images/714,999/5_5_4.jpg;images/714,999/5_6_1.jpg;images/714,999/5_6_2.jpg",
715,2023,20230528,2023,62.0,nan,nan,nan,0.44,2.68,2.5,0.18,1.65,0.07,"images/714,999/5_5_2.jpg;images/714,999/5_5_3.jpg;images/714,999/5_5_4.jpg;images/714,999/5_6_1.jpg;images/714,999/5_6_2.jpg",
716,2023,20230528,2023,47.0,nan,nan,nan,0.42,2.47,2.27,0.16,1.57,0.07,"images/714,999/5_5_2.jpg;images/714,999/5_5_3.jpg;images/714,999/5_5_4.jpg;images/714,999/5_6_1.jpg;images/714,999/5_6_2.jpg",
724,2023,20230528,2023,85.0,nan,nan,nan,0.47,2.52,2.28,0.18,1.67,0.07,"images/714,999/5_5_2.jpg;images/714,999/5_5_3.jpg;images/714,999/5_5_4.jpg;images/714,999/5_6_1.jpg;images/714,999/5_6_2.jpg",
725,2023,20230528,2023,54.0,nan,nan,nan,0.41,2.35,2.24,0.15,1.56,0.07,"images/714,999/5_5_2.jpg;images/714,999/5_5_3.jpg;images/714,999/5_5_4.jpg;images/714,999/5_6_1.jpg;images/714,999/5_6_2.jpg",
726,2023,20230528,2023,95.0,nan,nan,nan,0.44,2.52,2.33,0.16,1.62,0.07,"images/714,999/5_5_2.jpg;images/714,999/5_5_3.jpg;images/714,999/5_5_4.jpg;images/714,999/5_6_1.jpg;images/714,999/5_6_2.jpg",
411,2023,20230528,2023,52.0,nan,nan,nan,0.44,2.5,2.36,0.16,1.56,0.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
412,2023,20230528,2023,40.0,nan,nan,nan,0.41,2.6,2.26,0.14,1.58,0.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
413,2023,20230528,2023,42.0,nan,nan,nan,0.42,2.48,2.31,0.18,1.57,0.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
421,2023,20230528,2023,90.0,nan,nan,nan,0.45,2.43,2.37,0.16,1.61,0.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
422,2023,20230528,2023,84.0,nan,nan,nan,0.42,2.33,2.27,0.15,1.44,0.08,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
423,2023,20230528,2023,93.0,nan,nan,nan,0.44,2.51,2.45,0.15,1.58,0.06,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
511,2023,20230528,2023,54.0,nan,nan,nan,0.44,2.53,2.33,0.17,1.62,0.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
512,2023,20230528,2023,60.0,nan,nan,nan,0.46,2.61,2.34,0.16,1.59,0.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
513,2023,20230528,2023,51.0,nan,nan,nan,0.46,2.46,2.33,0.16,1.49,0.06,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
521,2023,20230528,2023,83.0,nan,nan,nan,0.44,2.6,2.42,0.15,1.6,1.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
522,2023,20230528,2023,77.0,nan,nan,nan,0.42,2.45,2.49,0.2,1.52,0.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
523,2023,20230528,2023,95.0,nan,nan,nan,0.36,2.35,2.19,0.16,1.41,0.07,"images/511,411/5_5_2.jpg;images/511,411/5_5_3.jpg;images/511,411/5_5_4.jpg;images/511,411/5_6_1.jpg;images/511,411/5_6_2.jpg",
517,2023,20230528,2023,65.0,nan,nan,nan,0.44,2.47,2.38,0.16,1.62,0.06,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
518,2023,20230528,2023,64.0,nan,nan,nan,0.47,2.46,2.27,0.17,1.56,0.06,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
519,2023,20230528,2023,53.0,nan,nan,nan,0.43,2.41,2.47,0.18,1.6,0.08,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
527,2023,20230528,2023,94.0,nan,nan,nan,0.45,2.52,2.3,0.17,1.62,0.07,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
528,2023,20230528,2023,90.0,nan,nan,nan,0.44,2.54,2.3,0.18,1.64,0.07,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
529,2023,20230528,2023,80.0,nan,nan,nan,0.45,2.64,2.3,0.2,1.69,0.07,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
614,2023,20230528,2023,68.0,nan,nan,nan,0.44,2.47,2.42,0.15,1.62,0.08,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
615,2023,20230528,2023,57.0,nan,nan,nan,0.44,2.52,2.44,0.18,1.57,0.07,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
616,2023,20230528,2023,56.0,nan,nan,nan,0.44,2.6,2.41,0.18,1.55,0.07,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
624,2023,20230528,2023,88.0,nan,nan,nan,0.43,2.56,2.39,0.17,1.58,0.07,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
625,2023,20230528,2023,95.0,nan,nan,nan,0.43,2.53,2.33,0.18,1.57,0.08,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
626,2023,20230528,2023,100.0,nan,nan,nan,0.46,2.59,2.38,0.15,1.64,0.07,"images/517,614/5_5_2.jpg;images/517,614/5_5_3.jpg;images/517,614/5_5_4.jpg;images/517,614/5_6_1.jpg;images/517,614/5_6_2.jpg",
514,2023,20230528,2023,56.0,nan,nan,nan,0.45,2.5,2.51,0.19,1.65,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
515,2023,20230528,2023,60.0,nan,nan,nan,0.43,2.49,2.46,0.2,1.63,0.08,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
516,2023,20230528,2023,62.0,nan,nan,nan,0.44,2.5,2.44,0.18,1.56,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
524,2023,20230528,2023,92.0,nan,nan,nan,0.43,2.57,2.33,0.15,1.64,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
525,2023,20230528,2023,103.0,nan,nan,nan,0.43,2.59,2.52,0.19,1.52,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
526,2023,20230528,2023,108.0,nan,nan,nan,0.45,2.52,2.34,0.18,1.62,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
611,2023,20230528,2023,54.0,nan,nan,nan,0.43,2.62,2.44,0.18,1.65,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
612,2023,20230528,2023,52.0,nan,nan,nan,0.45,2.58,2.38,0.16,1.64,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
613,2023,20230528,2023,52.0,nan,nan,nan,0.45,2.57,2.54,0.18,1.66,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
621,2023,20230528,2023,98.0,nan,nan,nan,0.44,2.59,2.36,0.16,1.58,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
622,2023,20230528,2023,90.0,nan,nan,nan,0.43,2.51,2.48,0.16,1.62,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
623,2023,20230528,2023,96.0,nan,nan,nan,0.46,2.56,2.58,0.18,1.48,0.07,"images/514,611/5_5_2.jpg;images/514,611/5_5_3.jpg;images/514,611/5_5_4.jpg;images/514,611/5_6_1.jpg;images/514,611/5_6_2.jpg",
111,2023,20230529,2023,73.7,nan,nan,nan,0.41,2.41,2.33,0.15,1.48,0.06,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
112,2023,20230529,2023,72.8,nan,nan,nan,0.41,2.35,2.27,0.15,1.58,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
113,2023,20230529,2023,49.2,nan,nan,nan,0.36,2.15,1.98,0.13,1.38,0.06,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
121,2023,20230529,2023,101.2,nan,nan,nan,0.43,2.28,2.1,0.14,1.5,0.06,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
122,2023,20230529,2023,104.0,nan,nan,nan,0.42,2.34,2.16,0.13,1.54,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
123,2023,20230529,2023,91.1,nan,nan,nan,0.42,2.49,2.32,0.16,1.62,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
211,2023,20230529,2023,72.6,nan,nan,nan,0.42,2.41,2.24,0.15,1.55,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
212,2023,20230529,2023,77.9,nan,nan,nan,0.41,2.47,2.27,0.16,1.56,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
213,2023,20230529,2023,76.9,nan,nan,nan,0.39,2.31,2.12,0.14,1.48,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
221,2023,20230529,2023,85.4,nan,nan,nan,0.41,2.5,2.25,0.16,1.59,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
222,2023,20230529,2023,88.2,nan,nan,nan,0.44,2.53,2.36,0.17,1.64,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
223,2023,20230529,2023,89.8,nan,nan,nan,0.42,2.43,2.23,0.15,1.58,0.07,"images/111,211/5_6_3.jpg;images/111,211/5_6_4.jpg;images/111,211/5_7_1.jpg;images/111,211/5_7_2.jpg;images/111,211/5_7_3.jpg",
214,2023,20230529,2023,87.6,nan,nan,nan,0.42,2.45,2.31,0.15,1.6,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
215,2023,20230529,2023,81.6,nan,nan,nan,0.4,2.65,2.37,0.19,1.68,0.08,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
216,2023,20230529,2023,84.4,nan,nan,nan,0.44,2.49,2.27,0.15,1.58,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
224,2023,20230529,2023,111.9,nan,nan,nan,0.4,2.38,2.18,0.14,1.49,0.06,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
225,2023,20230529,2023,92.4,nan,nan,nan,0.42,2.44,2.22,0.15,1.52,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
226,2023,20230529,2023,104.9,nan,nan,nan,0.41,2.42,2.22,0.16,1.52,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
311,2023,20230529,2023,74.0,nan,nan,nan,0.41,2.43,2.26,0.15,1.49,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
312,2023,20230529,2023,89.5,nan,nan,nan,0.41,2.41,2.23,0.13,1.46,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
313,2023,20230529,2023,94.0,nan,nan,nan,0.4,2.37,2.2,0.15,1.52,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
321,2023,20230529,2023,84.2,nan,nan,nan,0.4,2.35,2.21,0.15,1.53,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
322,2023,20230529,2023,102.7,nan,nan,nan,0.43,2.45,2.32,0.15,1.47,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
323,2023,20230529,2023,109.9,nan,nan,nan,0.44,2.62,2.51,0.22,1.66,0.07,"images/214,311/5_6_3.jpg;images/214,311/5_6_4.jpg;images/214,311/5_7_1.jpg;images/214,311/5_7_2.jpg;images/214,311/5_7_3.jpg",
314,2023,20230529,2023,55.9,nan,nan,nan,0.38,2.3,2.2,0.13,1.47,0.06,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
315,2023,20230529,2023,73.4,nan,nan,nan,0.42,2.49,2.27,0.15,1.55,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
316,2023,20230529,2023,80.6,nan,nan,nan,0.4,2.31,2.17,0.15,1.49,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
324,2023,20230529,2023,97.9,nan,nan,nan,0.42,2.36,2.15,0.14,1.54,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
325,2023,20230529,2023,55.3,nan,nan,nan,0.4,2.4,2.26,0.16,1.57,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
326,2023,20230529,2023,104.7,nan,nan,nan,0.46,2.66,2.53,0.19,1.69,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
711,2023,20230529,2023,52.5,nan,nan,nan,0.41,2.44,2.26,0.15,1.56,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
712,2023,20230529,2023,72.6,nan,nan,nan,0.46,2.65,2.38,0.18,1.66,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
713,2023,20230529,2023,46.5,nan,nan,nan,0.43,2.55,2.36,0.18,1.6,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
721,2023,20230529,2023,94.0,nan,nan,nan,0.47,2.72,2.4,0.15,1.54,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
722,2023,20230529,2023,108.3,nan,nan,nan,0.43,2.52,2.3,0.16,1.62,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
723,2023,20230529,2023,99.0,nan,nan,nan,0.46,2.58,2.44,0.18,1.65,0.07,"images/314,711/5_6_3.jpg;images/314,711/5_6_4.jpg;images/314,711/5_7_1.jpg;images/314,711/5_7_2.jpg;images/314,711/5_7_3.jpg",
714,2023,20230529,2023,56.4,nan,nan,nan,0.49,2.75,2.59,0.19,1.78,0.08,"images/714,999/5_6_3.jpg;images/714,999/5_6_4.jpg;images/714,999/5_7_1.jpg;images/714,999/5_7_2.jpg;images/714,999/5_7_3.jpg",
715,2023,20230529,2023,65.2,nan,nan,nan,0.45,2.76,2.57,0.19,1.71,0.07,"images/714,999/5_6_3.jpg;images/714,999/5_6_4.jpg;images/714,999/5_7_1.jpg;images/714,999/5_7_2.jpg;images/714,999/5_7_3.jpg",
716,2023,20230529,2023,49.6,nan,nan,nan,0.42,2.55,2.29,0.16,1.58,0.07,"images/714,999/5_6_3.jpg;images/714,999/5_6_4.jpg;images/714,999/5_7_1.jpg;images/714,999/5_7_2.jpg;images/714,999/5_7_3.jpg",
724,2023,20230529,2023,89.0,nan,nan,nan,0.48,2.53,2.32,0.18,1.68,0.07,"images/714,999/5_6_3.jpg;images/714,999/5_6_4.jpg;images/714,999/5_7_1.jpg;images/714,999/5_7_2.jpg;images/714,999/5_7_3.jpg",
725,2023,20230529,2023,53.1,nan,nan,nan,0.41,2.36,2.28,0.15,1.58,0.07,"images/714,999/5_6_3.jpg;images/714,999/5_6_4.jpg;images/714,999/5_7_1.jpg;images/714,999/5_7_2.jpg;images/714,999/5_7_3.jpg",
726,2023,20230529,2023,98.3,nan,nan,nan,0.44,2.56,2.35,0.16,1.64,0.07,"images/714,999/5_6_3.jpg;images/714,999/5_6_4.jpg;images/714,999/5_7_1.jpg;images/714,999/5_7_2.jpg;images/714,999/5_7_3.jpg",
411,2023,20230529,2023,53.7,nan,nan,nan,0.46,2.57,2.4,0.16,1.59,0.07,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
412,2023,20230529,2023,40.0,nan,nan,nan,0.42,2.63,2.31,0.15,1.62,0.07,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
413,2023,20230529,2023,44.7,nan,nan,nan,0.42,2.48,2.32,0.18,1.57,0.07,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
421,2023,20230529,2023,91.8,nan,nan,nan,0.45,2.46,2.41,0.16,1.64,0.07,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
422,2023,20230529,2023,86.4,nan,nan,nan,0.42,2.34,2.29,0.15,1.45,0.08,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
423,2023,20230529,2023,95.6,nan,nan,nan,0.44,2.51,2.43,0.15,1.58,0.06,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
511,2023,20230529,2023,56.5,nan,nan,nan,0.44,2.55,2.31,0.17,1.63,0.07,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
